"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"1099","수영장업","10_35_01_P","3520000","CDFH3301012022000002","20220323","","01","영업/정상","13","영업중","","","","","032-724-9700","","","인천광역시 연수구 송도동 10-7","인천광역시 연수구 하모니로178번길 22, C동 5층 503~511호 (송도동)","22011","키즈웨일 수영장","20220323090710","I","2022-03-25 00:22:35.0","","168146.991013471","431241.322597779","수영장업","사립","","0","0","0","0","","",
"1100","수영장업","10_35_01_P","4200000","CDFH3301012007000001","20071012","","01","영업/정상","13","영업중","","","","","033-655-6565","","210200","강원도 강릉시 박월동 448-1번지","강원도 강릉시 칠성로 491 (박월동)","25608","강릉수영장","20200528101824","U","2020-05-30 02:40:00.0","","368617.604234451","471539.436205873","수영장업","사립","","","1","1429.82","","","",
"1101","수영장업","10_35_01_P","4200000","CDFH3301012009000001","20090708","","01","영업/정상","13","영업중","","","","","033-640-4550","","210922","강원도 강릉시 교동 458-1번지","강원도 강릉시 수리골길 76 (교동)","25472","강릉국민체육센터","20190117110110","U","2019-01-19 02:40:00.0","","367074.905017046","476610.965475474","수영장업","사립","Y","6","1","2497","","","",
"1102","수영장업","10_35_01_P","4200000","CDFH3301012016000001","20160229","","01","영업/정상","13","영업중","","","","","650-7099","","","강원도 강릉시 강문동 274-1 씨마크호텔","강원도 강릉시 해안로406번길 2, 씨마크호텔 (강문동)","25460","한국조선해양(주) 씨마크호텔 수영장","20220408101401","U","2022-04-12 02:40:00.0","","368547.155961762","478977.195262739","수영장업","사립","","1","","31490.75","","","",
"1103","수영장업","10_35_01_P","4200000","CDFH3301012018000001","20180117","","01","영업/정상","13","영업중","","","","","","","","강원도 강릉시 강문동 258-4번지","강원도 강릉시 해안로 476 (강문동)","25460","스카이베이경포호텔 수영장","20190224215710","U","2019-02-26 02:40:00.0","","367974.95182442","479654.314242197","수영장업","사립","Y","1","","43894.83","","","",
"1104","수영장업","10_35_01_P","4200000","CDFH3301012018000002","20180608","","01","영업/정상","13","영업중","","","","","033-660-9000","","","강원도 강릉시 강문동 1-1번지 세인트존스 호텔","강원도 강릉시 창해로 307, 세인트존스 호텔 16층 (강문동)","25467","세인트존스호텔 인피니티풀","20180608085702","I","2018-08-31 23:59:59.0","","369148.595745283","478265.545358288","수영장업","사립","Y","1","3","83343.4","","","",
"1105","수영장업","10_35_01_P","4260000","CDFH3301011994000001","19941206","","01","영업/정상","13","영업중","","","","","343-6488","","225834","강원도 횡성군 둔내면 삽교리 1140번지","강원도 횡성군 둔내면 청태산로466번길 55","","둔내유스호스텔 수영장","20050519104601","I","2018-08-31 23:59:59.0","","312660.451720898","447170.353807949","수영장업","사립","0","","","428.62","","","",
"1106","수영장업","10_35_01_P","4260000","CDFH3301012001000001","20011110","","01","영업/정상","13","영업중","","","","","342-5663","","225805","강원도 횡성군 횡성읍 북천리 184번지","강원도 횡성군 횡성읍 문화체육로 57","25216","횡성실내수영장","20131226103559","I","2018-08-31 23:59:59.0","","287397.157429471","444268.875096423","수영장업","사립","Y","","1","4980","","","",
"1107","수영장업","10_35_01_P","4020000","CDFH3301011999000001","19990401","","01","영업/정상","13","영업중","","","","","","","435045","경기도 군포시 산본동 1146번지","","","한숲스포츠수영센터","20110111135657","I","2018-08-31 23:59:59.0","","193390.306538517","428855.170012922","수영장업","사립","Y","","","","","","",
"1108","수영장업","10_35_01_P","4020000","CDFH3301012004000001","20041108","","01","영업/정상","13","영업중","","","","","397-0808","","435040","경기도 군포시 산본동 1231번지 지층","","","산본 스포랜드 수영장","20041108110411","I","2018-08-31 23:59:59.0","","193729.872096481","428221.430499605","수영장업","사립","0","","","","","","",
"1109","수영장업","10_35_01_P","4020000","CDFH3301012007000001","20070322","","01","영업/정상","13","영업중","","","","","","","435010","경기도 군포시 당동 981번지","경기도 군포시 용호1로21번길 14 (당동)","","군포시노동종합복지관","20200310190110","U","2020-03-12 02:40:00.0","","194290.130924746","427008.355762582","수영장업","사립","","1","1","6334.41","","","",
"1110","수영장업","10_35_01_P","4020000","CDFH3301012015000002","20150707","","01","영업/정상","13","영업중","","","","","","","435805","경기도 군포시 산본동 1142-1번지 지하1층","경기도 군포시 번영로 515, 지하1층 (산본동, 유화프라자)","15865","(주)코리아비젼스윔","20200218165232","U","2020-02-20 02:40:00.0","","194057.161766008","428561.452416602","수영장업","사립","","","","","","","",
"1111","수영장업","10_35_01_P","4020000","CDFH3301012017000001","20170304","","01","영업/정상","13","영업중","","","","","395-2121","","","","경기도 군포시 광정로 58, 지하1층 2호 (산본동, 신산본빌딩)","15865","SWIM21어린이수영장","20190820173828","U","2019-08-22 02:40:00.0","","193814.926224842","428497.299830271","수영장업","사립","","1","1","","","","",
"1112","수영장업","10_35_01_P","4020000","CDFH3301012017000002","20170517","","01","영업/정상","13","영업중","","","","","031-394-1290","","","","경기도 군포시 용호1로2번길 21, 지하층 101,101-1,102,103호 (당동, 세계로교회)","15871","레인보우키즈풀","20170517085131","I","2018-08-31 23:59:59.0","","194604.294475465","426990.955263277","수영장업","사립","","1","1","3444.23","","","",
"1113","수영장업","10_35_01_P","3920000","CDFH3301011999000001","19990622","","01","영업/정상","13","영업중","","","","","860-2591","","483120","경기도 동두천시 상패동 122번지","경기도 동두천시 어수로 4  (상패동)","","청소년문화회관실외수영장","20030430154523","I","2018-08-31 23:59:59.0","","203739.973618452","489192.995873123","수영장업","사립","1","1","","300","","","",
"1114","수영장업","10_35_01_P","3920000","CDFH3301012005000001","20050729","","01","영업/정상","13","영업중","","","","","031-859-9090","","483020","경기도 동두천시 지행동 691-5","경기도 동두천시 중앙로 125 (지행동)","11347","영스포츠타운(수영장)","20131231161533","I","2018-08-31 23:59:59.0","","204477.938349617","487797.24990714","수영장업","사립","","","","","","","",
"1115","수영장업","10_35_01_P","5220000","CDFH3301012018000001","20180726","","01","영업/정상","13","영업중","","","","","054-971-9011","","","경상북도 칠곡군 왜관읍 봉계리 464번지","경상북도 칠곡군 왜관읍 봉계로 340","39870","클럽아이리스","20180726115215","I","2018-08-31 23:59:59.0","","330979.563559549","278590.974041151","수영장업","사립","Y","2","1","518.98","","","",
"1116","수영장업","10_35_01_P","3490000","CDFH3301012018000001","20180828","","01","영업/정상","13","영업중","","","","","1833-8855","","","인천광역시 중구 운서동 2874","인천광역시 중구 영종해안남로321번길 186 (운서동)","22382","(주)파라다이스세가사미 씨메르(CIMER)","20210716092652","U","2021-07-18 02:40:00.0","","151888.59992493","437313.726782849","수영장업","사립","","0","0","0","0","","",
"1117","수영장업","10_35_01_P","3170000","CDFH3301012018000001","20180730","","01","영업/정상","13","영업중","","","","","02-852-1001","","","서울특별시 금천구 독산동 152-3번지 더메이퀸하우스","서울특별시 금천구 시흥대로 435, 더메이퀸하우스 지하1층 (독산동)","08535","블루라군","20180730113229","I","2018-08-31 23:59:59.0","","190880.998150635","441124.491065327","수영장업","사립","","2","1","5770","","","",
"1118","수영장업","10_35_01_P","3210000","CDFH3301012001000001","20010518","","01","영업/정상","13","영업중","","","","","2055-1331","","137862","서울특별시 서초구 서초동 1355번지 3층","서울특별시 서초구 효령로72길 60 (서초동, 3층)","06732","한전아트센터스포츠클럽","20150306151026","I","2018-08-31 23:59:59.0","","202406.470363348","442611.972829952","수영장업","사립","","","","","","","",
"1119","수영장업","10_35_01_P","3210000","CDFH3301012001000002","20010522","","01","영업/정상","13","영업중","","","","","590-5115","","137906","서울특별시 서초구 잠원동 50-6번지","서울특별시 서초구 나루터로 43 (잠원동)","","신사스포츠센타","20130618142229","I","2018-08-31 23:59:59.0","","201228.679813387","445892.414984064","수영장업","사립","","","","","","","",
"1120","수영장업","10_35_01_P","3010000","CDFH3301011999000003","19990731","","01","영업/정상","13","영업중","","","","","","","100021","서울특별시 중구 명동1가 1-1","","","서울YWCA 스포츠센터","20210706140500","U","2021-07-08 02:40:00.0","","198707.250724717","451387.703445455","수영장업","사립","0","0","0","0","0","","",
"1121","수영장업","10_35_01_P","3010000","CDFH3301012005000001","20050429","","01","영업/정상","13","영업중","","","","","2288-3114","","100802","서울특별시 중구 남대문로5가 541번지 지하1층","","","웰리스","20050429141504","I","2018-08-31 23:59:59.0","","197620.676444642","450361.506112161","수영장업","사립","0","1","1","","","","",
"1122","수영장업","10_35_01_P","3010000","CDFH3301011990000001","19900725","","01","영업/정상","13","영업중","","","","","","","100857","서울특별시 중구 장충동2가 산 5-5","","","Banyan Tree Club&SPA Seoul Oasis","20200901174736","U","2020-09-03 02:40:00.0","","200193.232424569","449809.744684888","수영장업","사립","","","","","","","",
"1123","수영장업","10_35_01_P","3010000","CDFH3301011999000001","19990320","","01","영업/정상","13","영업중","","","","","","","100130","서울특별시 중구 순화동 2-6번지","","","중앙일보교육사업단(중앙문화센터)","20040825095755","I","2018-08-31 23:59:59.0","","197395.761334091","451285.616477562","수영장업","사립","0","","","","","","",
"1124","수영장업","10_35_01_P","3010000","CDFH3301011999000002","19990419","","01","영업/정상","13","영업중","","","","","","","100879","서울특별시 중구 흥인동 13-1번지","","","뉴)월드스포랜드","20041022133413","I","2018-08-31 23:59:59.0","","201442.039019479","451619.845549151","수영장업","사립","0","","","","","","",
"1125","수영장업","10_35_01_P","3010000","CDFH3301012006000001","20061218","","01","영업/정상","13","영업중","","","","","02-363-0017~8","","100372","서울특별시 중구 만리동2가 2번지 봉래초등학교 내 체육관동 지하1층","","","서울스포츠","20120313152817","I","2018-08-31 23:59:59.0","","196749.444934893","450449.905854789","수영장업","사립","","","","","","","",
"1126","수영장업","10_35_01_P","3010000","CDFH3301012007000001","20071217","","01","영업/정상","13","영업중","","","","","739-0283","","100120","서울특별시 중구 정동 1-76번지","","","서울덕수초교 수영장","20150130174516","I","2018-08-31 23:59:59.0","","197681.953858547","451807.073619232","수영장업","사립","0","","","","","","",
"1127","수영장업","10_35_01_P","3010000","CDFH3301012012000002","20121026","","01","영업/정상","13","영업중","","","","","","","100855","서울특별시 중구 장충동2가","서울특별시 중구 장충단로 60 (장충동2가)","100855","Banyan Tree Club&SPA Seoul Indoor Pool","20180220110958","I","2018-08-31 23:59:59.0","","200169.614635993","449816.221746774","수영장업","사립","","","","","","","",
"1128","수영장업","10_35_01_P","3010000","CDFH3301012016000001","20160504","","01","영업/정상","13","영업중","","","","","02-2088-2083","","","","서울특별시 중구 청계천로 400, 베네치아 메가몰동 지1층 1109-1호 (황학동, 롯데캐슬베네치아)","04572","스포빌키즈쿠아수영장","20190528090929","U","2019-05-30 02:40:00.0","","202011.80009600000","452413.41289400000","수영장업","사립","","","","","","","",
"1129","수영장업","10_35_01_P","3210000","CDFH3301012008000001","20080417","","01","영업/정상","13","영업중","","","","","577-7718","","137896","서울특별시 서초구 양재동 309번지 언남중고공공복합시설 지하1층","서울특별시 서초구 동산로13길 35 (양재동,언남중고공공복합시설 지하1층)","","언남문화체육센터","20150403112008","I","2018-08-31 23:59:59.0","","203747.849806806","441192.958631143","수영장업","사립","","","1","14317.77","","","",
"1130","수영장업","10_35_01_P","3210000","CDFH3301012012000001","20120112","","01","영업/정상","13","영업중","","","","","594-2009","","137802","서울특별시 서초구 반포동 50-12번지 (지4층)","서울특별시 서초구 서초중앙로31길 6-3 (반포동, (지4층))","06593","J&P어린이전용수영장","20151127160729","I","2018-08-31 23:59:59.0","","200931.030899497","444209.998155051","수영장업","사립","Y","","","","","","",
"1131","수영장업","10_35_01_P","3210000","CDFH3301012012000002","20120924","","01","영업/정상","13","영업중","","","","","02-3487-2811","","137879","서울특별시 서초구 서초동 1627-1번지 1층(102호,103호)","서울특별시 서초구 사임당로 64 (서초동)","137879","I-COX(아이콕스)","20180604104246","I","2018-08-31 23:59:59.0","","201430.47661735","442950.471520545","수영장업","사립","","1","","6164.02","","","",
"1132","수영장업","10_35_01_P","3210000","CDFH3301011991000001","19910703","","01","영업/정상","13","영업중","","","","","536-8263","","137030","서울특별시 서초구 잠원동 121-8번지 한강시민공원","서울특별시 서초구 잠원로 221-124 (잠원동, 한강시민공원)","137030","잠원야외수영장","20140609165323","I","2018-08-31 23:59:59.0","","201015.009715991","446493.163455058","수영장업","사립","","","0","0","","","",
"1133","수영장업","10_35_01_P","3210000","CDFH3301012013000001","20130204","","01","영업/정상","13","영업중","","","","","537-0888","","137804","서울특별시 서초구 반포동 65-1 외2필지(지하1층 01호)","서울특별시 서초구 사평대로 150 (반포동, 궁전상가 (지층01호))","06578","키즈 앤 풀 PLUS(반포센터)","20210419100615","U","2021-04-21 02:40:00.0","","199993.413227194","444246.850849971","수영장업","사립","","1","","1734.75","","","",
"1134","수영장업","10_35_01_P","3210000","CDFH3301012016000001","20160526","","01","영업/정상","13","영업중","","","","","02-593-5500","","","서울특별시 서초구 반포동 53-3번지","서울특별시 서초구 고무래로10길 17, B1층 (반포동, 동호빌딩)","06593","(주)스타수퍼키즈","20160526164830","I","2018-08-31 23:59:59.0","","200852.048235135","444335.617955668","수영장업","사립","Y","1","1","","","","",
"1135","수영장업","10_35_01_P","3210000","CDFH3301012016000002","20161110","","01","영업/정상","13","영업중","","","","","02-536-6363","","","서울특별시 서초구 방배동 873-20번지","서울특별시 서초구 서초대로23길 21, 지하1층 (방배동, 정방빌딩)","06573","아이맘어린이수영장","20161115210330","I","2018-08-31 23:59:59.0","","199231.978211599","442910.387298105","수영장업","사립","","1","1","1883.13","","","",
"1136","수영장업","10_35_01_P","4680000","CDFH3301012012000001","20120921","","01","영업/정상","13","영업중","","","","","852-7889","","570979","전라북도 익산시 영등동 303-7번지 2층","전라북도 익산시 고봉로18길 28  (영등동,2층)","","키즈풀","20120921152900","I","2018-08-31 23:59:59.0","","197386.045201","272434.048036","수영장업","사립","","1","1","9140.76","","","",
"1137","수영장업","10_35_01_P","4230000","CDFH3301012020000001","20200619","","01","영업/정상","13","영업중","","","","","033-637-6600","","","강원도 속초시 조양동 1558-2번지","강원도 속초시 청초호반로 28, 마리나베이 속초 1층 (조양동)","24885","어반아쿠아풀","20200619154136","I","2020-06-21 00:23:27.0","","339423.489883196","522055.908114092","수영장업","사립","Y","","1","18905.62","","","",
"1138","수영장업","10_35_01_P","4810000","CDFH3301012020000002","20200623","","01","영업/정상","13","영업중","","","","","061-686-8018","","","전라남도 여수시 웅천동 1694-1","전라남도 여수시 예울마루로 37-26 (웅천동)","59691","스위밍차일드 여수웅천점","20200826141541","U","2020-08-28 02:40:00.0","","261278.926717","138875.906886","수영장업","사립","","1","","6473","","","",
"1139","수영장업","10_35_01_P","5710000","CDFH3301012020000003","20200724","","01","영업/정상","13","영업중","","","","","043-294-2002","","","충청북도 청주시 서원구 남이면 가마리 318","충청북도 청주시 서원구 남이면 가마길 49, 주1동","28219","월드키즈수영장","20210609141735","U","2021-06-11 02:40:00.0","","240887.486706","344211.037339","수영장업","사립","","1","","496.37","","","",
"1140","수영장업","10_35_01_P","5710000","CDFH3301012020000002","20200630","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 상당구 용정동 1211","충청북도 청주시 상당구 1순환로 1521, 지하2층 (용정동)","28748","헬스 앤 스윔","20200630135452","I","2020-07-02 00:23:26.0","","246356.564108","347572.450342","수영장업","사립","","","","8991.67","","","",
"1141","수영장업","10_35_01_P","5530000","CDFH3301012003000001","20030716","","01","영업/정상","13","영업중","","","","","","","445380","경기도 화성시 안녕동 180-131","경기도 화성시 세자로 446  (안녕동)","","88수영장","20090615165730","I","2020-08-05 00:23:26.0","","198576.332754277","411423.166688587","수영장업","사립","0","","","","","","",
"1142","수영장업","10_35_01_P","5530000","CDFH3301012006000001","20060502","","01","영업/정상","13","영업중","","","","","031-359-4331","","","경기도 화성시 우정읍 매향리 966","경기도 화성시 우정읍 기아자동차로 95","18571","기아스포츠센타","20181015183525","I","2020-08-05 00:23:26.0","","178347.843007691","392918.701206768","수영장업","사립","","","","","","","",
"1143","수영장업","10_35_01_P","5530000","CDFH3301012017000005","20170727","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 봉담읍 수영리 647-4 B101호","경기도 화성시 봉담읍 삼천병마로 1315, 지하층 B101호 (동남메리트아파트)","18312","K-Pool(케이풀)","20191129143952","I","2020-08-05 00:23:26.0","","195610.541288833","413416.432140781","수영장업","사립","","","","","","","",
"1144","수영장업","10_35_01_P","5530000","CDFH3301012017000006","20170925","","01","영업/정상","13","영업중","","","","","0312238582","","","경기도 화성시 기산동 48-2 지하1층","경기도 화성시 효행로 1161, 지하1층 (기산동)","18385","라온어린이수영장","20210616172347","U","2021-06-18 02:40:00.0","","204623.522948581","412575.878744785","수영장업","사립","","1","","","","","",
"1145","수영장업","10_35_01_P","5530000","CDFH3301012018000001","20180222","","01","영업/정상","13","영업중","","","","","03180774885","","","경기도 화성시 반송동 129-1","경기도 화성시 노작로3길 40, 1층 (반송동)","18459","헬로키즈풀","20190517160556","I","2020-08-05 00:23:26.0","","206840.055055751","410518.227815799","수영장업","사립","","1","","","","","",
"1146","수영장업","10_35_01_P","5530000","CDFH3301012017000002","20170316","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 금곡동 340-4","경기도 화성시 금곡로 203, 1층 (금곡동)","18511","에스앤제이어린이수영장","20210714165459","U","2021-07-16 02:40:00.0","","206937.34721328","408530.761108757","수영장업","사립","","2","0","0","0","","",
"1147","수영장업","10_35_01_P","5530000","CDFH3301012014000001","20140110","","01","영업/정상","13","영업중","","","","","031-222-2155","","445390","경기도 화성시 진안동 493-5","경기도 화성시 병점중앙로169번길 9, 지하1층 (진안동)","18400","ADORABLE","20190628132928","I","2020-08-05 00:23:26.0","","203161.478981719","412303.477177884","수영장업","사립","","","","","","","",
"1148","수영장업","10_35_01_P","5530000","CDFH3301012017000003","20170511","","01","영업/정상","13","영업중","","","","","1577-3208","","","경기도 화성시 향남읍 평리 40 B101호","경기도 화성시 향남읍 삼천병마로 238, B101호","18592","향남 KSC 키즈풀","20190624104202","I","2020-08-05 00:23:26.0","","192069.971968598","403595.250835783","수영장업","사립","","","","","","","",
"1149","수영장업","10_35_01_P","5530000","CDFH3301012017000004","20170516","","01","영업/정상","13","영업중","","","","","031-373-1101","","","","경기도 화성시 동탄순환대로27길 20, 2층 201~204(본점 421호)호 (영천동)","18472","(주)하비엘럭스","20190624104223","I","2020-08-05 00:23:26.0","","209489","411792","수영장업","사립","Y","2","","","","","",
"1150","수영장업","10_35_01_P","4230000","CDFH3301012020000002","20200715","","01","영업/정상","13","영업중","","","","","033-633-8444","","","강원도 속초시 조양동 1493-7","강원도 속초시 동해대로 3920, 더블루테라 29층 (조양동)","24888","더블루테라","20210903164055","U","2021-09-05 02:40:00.0","","340239.963068503","521419.360232933","수영장업","사립","Y","1","","28130.53","50","","",
"1151","수영장업","10_35_01_P","5530000","CDFH3301012018000002","20180330","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 청계동 530 동탄중앙어울림센터, 동탄4동주민센터","경기도 화성시 동탄대로시범길 133, 동탄중앙어울림센터, 동탄4동주민센터 1층 (청계동)","18476","동탄중앙어울림센터 체육시설","20190624104306","I","2020-08-05 00:23:26.0","","209898.385856611","410887.050656105","수영장업","공립","Y","2","","","","","",
"1152","수영장업","10_35_01_P","5530000","CDFH3301012018000003","20180511","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 반정동 54 , 57-1","경기도 화성시 반정로153번길 9-10 (반정동)","18374","와이풀앤와이에스씨(Y-POOL & YSC)","20180511154703","I","2020-08-05 00:23:26.0","","203393.455012862","414807.245664009","수영장업","사립","","","","","","","",
"1153","수영장업","10_35_01_P","5530000","CDFH3301012018000004","20180511","","01","영업/정상","13","영업중","","","","","031-351-9512","","","경기도 화성시 우정읍 조암리 385-9","경기도 화성시 우정읍 쌍봉로 93","18563","화성남부국민체육센터","20180511155637","I","2020-08-05 00:23:26.0","","183581.776177605","398530.351540173","수영장업","사립","","","","","","","",
"1154","수영장업","10_35_01_P","5530000","CDFH3301012018000005","20180723","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 능동 1089","경기도 화성시 여울로 178-4, 지하1층 (능동)","18424","(주)키즈피아","20180723142317","I","2020-08-05 00:23:26.0","","204907.170536196","412479.421270493","수영장업","사립","","1","","","","","",
"1155","수영장업","10_35_01_P","5530000","CDFH3301012018000006","20181120","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 팔탄면 율암리 845-21","경기도 화성시 팔탄면 온천로 434-26","18530","율암힐호텔","20210927180108","U","2021-09-29 02:40:00.0","","189516.66151185","405503.853668283","수영장업","사립","","0","0","0","0","","",
"1156","수영장업","10_35_01_P","5530000","CDFH3301012019000001","20190221","","01","영업/정상","13","영업중","","","","","031-376-4082","","","경기도 화성시 산척동 산 118","경기도 화성시 동탄순환대로 257, 종산타워 4층 402,403호 (산척동)","18501","샤크베이레슨전문수영장","20190221161924","I","2020-08-05 00:23:26.0","","210435.626849279","407577.750185089","수영장업","사립","","2","","","","","",
"1157","수영장업","10_35_01_P","5530000","CDFH3301012020000001","20200210","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 산척동 724-2","경기도 화성시 동탄순환대로 253, 모닝그레이스 4층 401호 (산척동)","18501","하비엘럭스","20200210130350","I","2020-08-05 00:23:26.0","","","","수영장업","사립","Y","1","","","","","",
"1158","수영장업","10_35_01_P","5530000","CDFH3301011997000001","19970403","","01","영업/정상","13","영업중","","","","","368-5050","","","경기도 화성시 남양읍 남양리 1842-3 현대아파트","경기도 화성시 남양읍 남양로621번길 46, 현대아파트","18270","현대수영장","20190624104014","I","2020-08-05 00:23:26.0","","184351.498391241","410783.084093911","수영장업","사립","","","","","","","",
"1159","수영장업","10_35_01_P","5530000","CDFH3301012014000002","20140224","","01","영업/정상","13","영업중","","","","","031-8015-3515","","445320","경기도 화성시 능동 1152-2","경기도 화성시 10용사로 349-7, 지하1층 (능동, 세란메디빌딩)","18429","주식회사 아이풀 동탄지점","20190624104106","I","2020-08-05 00:23:26.0","","204917.741727322","410886.491607634","수영장업","사립","","","","","","","",
"1160","수영장업","10_35_01_P","5530000","CDFH3301012016000001","20160125","","01","영업/정상","13","영업중","","","","","","","","","경기도 화성시 동탄대로시범길 276, B1층 B01호 (청계동, 시범우남퍼스트빌아파트 단지상가)","18477","킨더아쿠아","20190624103942","I","2020-08-05 00:23:26.0","","209039","411240","수영장업","사립","","","","","","","",
"1161","수영장업","10_35_01_P","5530000","CDFH3301012016000002","20160614","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 진안동 482","경기도 화성시 경기대로 1078-3 (진안동)","18400","경희키즈풀","20200904160117","U","2020-09-06 02:40:00.0","","202831.434333355","412174.937835293","수영장업","사립","","2","","","","","",
"1162","수영장업","10_35_01_P","5530000","CDFH3301012017000001","20170228","","01","영업/정상","13","영업중","","","","","03180030208","","","","경기도 화성시 동탄순환대로 617, 지하102,104호 (영천동, 범환프라자)","18472","아이누리수영장","20211118165709","U","2021-11-20 02:40:00.0","","210132","410994","수영장업","사립","","2","","","","","",
"1163","수영장업","10_35_01_P","6510000","CDFH3301012020000002","20200626","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 연동 1382","제주특별자치도 제주시 연화남길 22 (연동)","63141","제이풀","20211224131619","U","2021-12-26 02:40:00.0","","152395.555316","-2234.58629082","수영장업","사립","","0","1","1203","0","","",
"1164","수영장업","10_35_01_P","4350000","CDFH3301012020000001","20200810","","01","영업/정상","13","영업중","","","","","","","","강원도 양양군 손양면 동호리 510-28 설해원","강원도 양양군 손양면 공항로 230, 설해원","25042","설해수영장","20200810142746","I","2020-08-12 00:23:31.0","","345901.964368456","506919.768734323","수영장업","사립","","","","","","","",
"1165","수영장업","10_35_01_P","5710000","CDFH3301012020000004","20200810","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 율량동 2330","충청북도 청주시 청원구 율중로29번길 50 (율량동)","28315","(주)아쿠아비앤케이","20211026141512","U","2021-10-28 02:40:00.0","","245305.189572","351099.142251","수영장업","사립","Y","1","","","","","",
"1166","수영장업","10_35_01_P","3520000","CDFH3301012020000002","20200625","","01","영업/정상","13","영업중","","","","","032-710-2015","","","인천광역시 연수구 송도동 8-20 송도캐슬센트럴파크","인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 지하1층 (송도동)","21998","(주)박태환수영장","20201204144330","U","2020-12-06 02:40:00.0","","168279.441452296","431469.459361061","수영장업","사립","","1","","","","","",
"1167","수영장업","10_35_01_P","5020000","CDFH3301012020000001","20200717","","01","영업/정상","13","영업중","","","","","054-253-7775","","","경상북도 포항시 북구 양덕동 1252","경상북도 포항시 북구 장량로145번길 7 (양덕동)","37587","(주)워터베이","20211001154309","U","2021-10-03 02:40:00.0","","415734.707443728","289541.235215637","수영장업","사립","Y","1","0","732.6","0","","",
"1168","수영장업","10_35_01_P","3740000","CDFH3301012017000002","20171130","","01","영업/정상","13","영업중","","","","","031-302-1122","","","경기도 수원시 권선구 호매실동 395-2","경기도 수원시 권선구 금호로 28 (호매실동)","16400","스윔월드","20171130094528","I","2020-08-05 00:23:26.0","","195921.139836225","418515.889448179","수영장업","사립","","","","2425.05","","","",
"1169","수영장업","10_35_01_P","3740000","CDFH3301012019000001","20190102","","01","영업/정상","13","영업중","","","","","031-213-1901","","","경기도 수원시 영통구 매탄동 512-6 케이아이피(주)","경기도 수원시 영통구 영통로323번길 6, 케이아이피(주) (매탄동)","16676","(주)아이풀","20190225095423","I","2020-08-05 00:23:26.0","","205473.763881019","417009.788758436","수영장업","사립","","","","","","","",
"1170","수영장업","10_35_01_P","3740000","CDFH3301012019000002","20190222","","01","영업/정상","13","영업중","","","","","031-293-9631~2","","","경기도 수원시 팔달구 화서동 717 녹색교통회관","경기도 수원시 팔달구 일월로22번길 23, 녹색교통회관 지하1층 (화서동)","16422","수원시녹색교통회관 수영장","20190222152802","I","2020-08-05 00:23:26.0","","198250.149031253","420473.00203379","수영장업","사립","Y","2","","4908.25","","","",
"1171","수영장업","10_35_01_P","3740000","CDFH3301012019000003","20190328","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 영통구 하동 989 원희캐슬 광교","경기도 수원시 영통구 광교중앙로248번길 7-2, 원희캐슬 광교 C동 B1층 (하동)","16512","오션서퍼 광교점","20210115165018","U","2021-01-17 02:40:00.0","","205823.568119412","421057.602005781","수영장업","사립","","","","","","","",
"1172","수영장업","10_35_01_P","3740000","CDFH3301012019000004","20190405","","01","영업/정상","13","영업중","","","","","031-204-6777","","","경기도 수원시 영통구 신동 937-4","경기도 수원시 영통구 권선로908번길 47, 드림타워 B101호 (신동)","16682","(주)노블","20210330182538","U","2021-04-01 02:40:00.0","","203897.895121307","416118.607844915","수영장업","사립","","","","","","","",
"1173","수영장업","10_35_01_P","3740000","CDFH3301012019000005","20190624","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 장안구 이목동 666 삼풍농원","경기도 수원시 장안구 장안로346번길 123, 삼풍농원 (이목동)","16345","삼풍수영장","20190624153111","I","2020-08-05 00:23:26.0","","198787.514662625","423939.678758103","수영장업","사립","Y","","","","","","",
