"나이","체지방률","악력","앞으로굽히기","윗몸일으키기","멀리뛰기","등급","bmi"
24,27,40.4,9.5,39,192,"D",26.7
27,21.2,34.8,-2.2,45,215,"D",20.8
21,24.3,44.8,17.8,35,180,"D",28.5
38,24.6,42.2,-2.1,40,204,"D",25.5
60,34.3,36.8,-8.4,15,174,"D",28.9
60,20.8,35.9,3.5,32,195,"D",23.6
21,25.5,41.2,0.9,50,212,"D",24.9
32,23.2,35.2,7.5,57,225,"D",26.7
21,18.9,39,5.5,34,228,"D",25.4
64,20,22.4,0.4,23,128,"D",23.4
25,11,44.6,0.7,37,207,"D",20.9
46,23.1,40.9,5.8,19,190,"D",23.8
43,29.6,45.4,21.6,34,225,"D",24.2
21,42.1,49.5,5.9,37,200,"D",37.2
40,31.1,29,3.2,35,181,"D",29.4
33,32.8,39.9,16.1,51,200,"D",26.6
50,28.9,41.3,3.2,27,191,"D",26.5
56,26.5,48.1,-18,20,211,"D",26.6
52,24.3,31,22.4,23,188,"D",26.1
29,22.9,35.3,13.2,46,205,"D",25.5
35,22.8,35.1,2,59,218,"D",21.7
26,23.3,59.7,16.2,60,245,"D",28.6
63,30.7,45.2,0.1,22,150,"D",28.1
57,20.5,28.9,-4.5,27,139,"D",26.2
23,18.7,56.8,11.1,58,217,"D",27
59,27.9,27.5,14.5,15,162,"D",27.9
28,34.4,44.2,9,56,167,"D",28.2
30,30.2,37.2,-3.6,18,211,"D",29
51,31.8,38.3,1.5,29,155,"D",29.2
21,25.7,33,-2.2,45,184,"D",22.7
45,25,54.5,4.9,37,229,"D",27.8
34,27.4,51.1,7.4,51,210,"D",30.2
50,32.3,36.1,2.4,30,153,"D",30.3
38,26.8,31.4,-14.1,32,182,"D",26
50,25.2,41,9.6,29,200,"D",28.6
55,20.3,39.9,16,19,195,"D",23
62,27.9,32.2,15.2,36,154,"D",27.4
25,15.2,29.7,1.5,33,214,"D",20
24,26,59.6,0.7,53,185,"D",29.9
40,23.1,28.8,-1,43,204,"D",23.5
23,19.9,40.2,4.7,29,208,"D",24.4
42,46.2,38.1,-5.5,15,62,"D",30.9
21,16.7,34.1,2.5,55,160,"D",25.5
43,16.4,53.3,5.2,29,180,"D",25.4
56,26,36.6,0.4,23,180,"D",26.3
39,24.3,38.7,6.9,32,234,"D",24.2
39,35.9,37.1,13.9,34,165,"D",29.6
22,28.6,42.5,7.4,40,204,"D",28.5
38,33.1,58.1,3,44,170,"D",31.4
24,17,37.9,4.9,53,196,"D",24.3
28,33.5,42.6,11.5,38,215,"D",30.2
43,21.1,39.5,12.5,31,214,"D",24.2
26,35.4,57.3,3,29,195,"D",39.9
25,18.1,36.4,17.3,34,174,"D",18.4
38,36,30.1,2.5,26,145,"D",27.7
24,19.8,47.6,21.6,48,254,"D",26.4
53,19.8,46.8,-4.5,14,153,"D",22.9
31,33,33.7,1.4,33,190,"D",28.2
37,19.9,40.3,3.1,43,223,"D",26.7
37,32.5,38.1,-6.3,38,161,"D",28.5
42,30.3,42.8,3.2,27,203,"D",30.9
61,13.3,37.7,-9.9,24,176,"D",20.8
47,24.9,39.6,-1,37,182,"D",26.8
25,18.3,49.3,5,39,219,"D",22.8
37,23.6,55.8,14.4,33,214,"D",27
36,24.6,21.2,14,26,129,"D",20.4
48,16.6,47.8,-0.5,60,212,"D",24.9
23,18.8,46.1,2.4,47,222,"D",27
34,31.9,33.5,9.2,30,192,"D",25.7
32,17.9,39.6,-0.6,46,214,"D",23.4
36,24.7,43.4,6.3,32,178,"D",28.1
50,23.7,32.6,5.1,24,180,"D",23.3
38,26.9,45.9,7.5,27,201,"D",26.1
38,33.4,42.3,8.8,47,202,"D",31.9
23,33.9,42.8,5.4,41,198,"D",30.2
51,23.7,31.3,7.2,20,183,"D",21.7
41,20.3,37.9,4.5,46,229,"D",25.8
35,30.4,52.4,7,30,195,"D",28.5
27,20.9,49.4,2.3,58,217,"D",24.5
30,20,43.5,16.9,49,253,"D",29.7
56,24.8,40.3,17.5,42,219,"D",29.6
40,30.2,50.1,5.4,34,213,"D",29
23,18,31.8,-1.2,28,216,"D",22
31,30.4,39.3,6.3,45,189,"D",24.6
22,10.7,33.9,0,65,250,"D",19.9
25,29.4,43.2,11.9,42,214,"D",31.2
48,32,35.3,6.3,23,202,"D",31.1
47,25.6,45,5.3,28,203,"D",24.3
44,24.5,39.5,6.7,23,196,"D",25.7
44,15.4,32.8,4.6,28,180,"D",23.2
27,24.5,47,12.9,58,199,"D",27.6
64,24.1,35,6.2,18,165,"D",21.9
32,22.3,38,10.9,33,158,"D",23.3
26,23.5,40.6,10.3,33,181,"D",24.1
24,20.2,50.7,8.2,37,168,"D",24.2
27,16.4,39,-4.5,51,234,"D",21.8
31,29.2,37,-7.8,17,202,"D",22.9
63,30.7,32.6,6.5,12,166,"D",27
40,25.2,38.3,-5.4,33,201,"D",25.9
24,27.6,39,-8.5,25,180,"D",29.7
26,37.2,42.3,9.2,28,185,"D",28.5
49,23.5,46.6,-0.9,30,186,"D",27.4
25,25.6,66.8,-14.6,36,199,"D",28.1
40,32,48.2,-5.8,27,154,"D",30.1
22,29.5,40.6,-3.7,30,218,"D",30.3
22,17.8,46,17.1,57,241,"D",24.1
28,30.6,37.4,-10.5,34,183,"D",25.3
60,29.7,30.2,12.8,18,179,"D",25.1
49,27.4,43.4,-8,29,161,"D",26.4
64,29.2,24.9,4.4,17,151,"D",26.2
26,22.5,45.3,8.1,31,186,"D",24.5
22,25.6,44.3,17,41,209,"D",28.3
21,17.5,43.1,21.3,35,179,"D",22.4
48,26,46.5,-6.8,28,214,"D",30.4
29,26.9,47.4,17.2,44,219,"D",27.1
36,18.7,41.3,12,27,220,"D",21.4
33,26.6,49.4,5.6,34,214,"D",28.5
29,24,34.6,7.6,59,180,"D",30.2
25,24.8,39.1,-9.7,43,182,"D",27.7
24,21.2,43.5,-0.8,41,224,"D",24.2
22,23.7,35.1,4.8,34,216,"D",23.9
27,30.2,29.1,1.8,36,177,"D",22.2
62,34.2,43.3,16.9,26,177,"D",28.8
44,26.3,45.5,15.2,26,204,"D",26.1
21,25.2,58,4.4,50,208,"D",29.7
30,18.4,46.1,5.3,32,228,"D",24.6
21,21.9,54.7,-5.1,55,229,"D",28.1
63,22.6,38.8,-1,18,162,"D",23.2
50,30.3,31.7,-9.1,29,165,"D",27.3
22,21.6,28.2,-9.9,39,194,"D",25.7
64,29.7,37.7,10.4,27,151,"D",28.9
30,24.3,40.8,0.3,41,204,"D",23.1
22,31.3,29.1,19.3,40,189,"D",24.3
23,14.4,34.6,3.1,41,236,"D",19.2
21,17.8,36.4,4.5,27,184,"D",21.2
58,20.9,27.2,11.7,16,179,"D",23.8
44,38.9,20.6,7.1,5,120,"D",26.8
60,20.5,33.5,18.8,18,180,"D",22.5
24,15,56.2,-2.5,56,245,"D",25.3
21,25.5,39.9,13.6,28,219,"D",23.6
37,27.6,34.8,18.9,43,240,"D",24.3
35,36.8,34,-7.6,22,171,"D",32.2
34,14.4,46,0.4,38,230,"D",23.4
48,25.4,51,7.1,23,195,"D",28.5
39,24.5,47.9,0.6,34,218,"D",27.5
23,34,36.7,-7.9,41,183,"D",30
32,24.5,43.2,4.3,46,188,"D",25.4
24,38.4,50.5,10.1,42,189,"D",30.5
23,23.2,40.4,13.2,23,212,"D",22.5
25,32.7,36.7,-4.5,24,177,"D",29.4
51,21.7,47.2,6.3,22,200,"D",22.9
64,28.7,39,19.8,31,167,"D",29.5
60,24.8,47.4,-0.6,36,190,"D",27
38,31.3,45.6,-1.3,44,179,"D",28.7
42,20.3,41.7,12.7,48,221,"D",25.6
39,24.9,49.1,6.8,31,194,"D",24
46,31.5,27.2,-4.1,27,192,"D",31.2
34,28.9,40.7,12,50,196,"D",26.7
39,18.2,41.1,-2.7,34,222,"D",20.8
47,30.4,36.3,11.2,30,153,"D",26.5
36,29.6,39.3,17.4,44,208,"D",28.6
25,22.9,37.3,-5.6,46,193,"D",21.8
34,27.3,42.5,11.3,49,203,"D",27.8
33,23.2,37.1,9.7,47,178,"D",25.4
38,23.3,40.1,12.8,27,217,"D",27.1
43,28.2,42.7,0.3,34,182,"D",26.5
64,27.5,43.7,21.1,25,187,"D",25.8
30,31.9,27.8,5,42,171,"D",27
24,23.3,32,0,34,180,"D",20.9
40,29.4,40.4,10.4,24,209,"D",27.5
33,19,35.3,-14.2,20,182,"D",21.3
61,37.9,25.9,8.5,5,98,"D",25.3
27,18.4,45.3,15,38,239,"D",24.8
57,23.7,29.6,16.7,38,194,"D",26
29,24.1,45.8,-2.8,43,219,"D",28.3
50,26.9,43.1,13.7,33,169,"D",25.4
21,19.3,35.3,3.3,47,231,"D",21.4
48,28.4,39.1,-10.4,29,180,"D",25.5
22,23.4,49.1,-8.8,66,185,"D",24.4
31,25.5,49.2,2.1,30,233,"D",29.1
64,20.7,34.7,-4.2,28,169,"D",22
21,14.7,42.6,7.9,45,214,"D",19.2
31,28.6,40.5,5,37,205,"D",26.2
21,30.2,42.2,18.6,34,178,"D",27.9
31,22.6,43.1,1.9,50,220,"D",24.2
21,19.9,50.2,-0.5,56,218,"D",26
23,39,37.5,6.8,19,174,"D",32.6
43,7.6,47,2.4,50,191,"D",24.8
29,20.9,43.4,-3.6,42,188,"D",24.2
27,22.1,30.3,12.9,49,188,"D",21.7
38,18.6,45.4,0.2,33,228,"D",22
31,27.3,49,13.4,30,200,"D",30
39,29.9,30.6,-10.4,24,164,"D",25.6
42,26.2,39.2,-1.3,39,196,"D",25.1
61,33.2,39.4,6.2,19,178,"D",35
21,28.7,37.8,2.6,35,182,"D",29.6
23,23.2,55.2,13.5,38,223,"D",32.3
55,22.1,41.9,-7.8,53,186,"D",25.8
42,20.7,46.6,5,29,196,"D",24.2
44,28.9,39.6,10.1,48,199,"D",27.9
29,27.8,40.2,-7.6,29,174,"D",26
21,14.4,34.2,10,44,176,"D",22.5
27,31.9,47.4,-3.7,36,191,"D",29.2
27,26.8,45.3,7,45,212,"D",27.6
28,19.3,29.4,3.6,49,201,"D",23.5
31,15.7,43.8,1.8,30,245,"D",22.7
28,29.8,49,1.9,41,204,"D",29.2
64,26.2,39.6,23.6,25,200,"D",25.3
36,18.7,55.2,23.2,40,249,"D",25.1
23,17.5,51,22.4,38,264,"D",26.7
25,19.3,48.8,14.8,60,186,"D",28.5
48,25.3,39.1,-0.4,27,162,"D",25.2
49,17.8,36.7,-8.2,30,213,"D",20.5
50,27.7,39.6,6.5,37,200,"D",27.2
54,13,42.7,6.6,27,172,"D",21.2
21,15,35.1,15.9,40,204,"D",18
35,24.7,35.6,6,34,199,"D",25.3
22,27.1,37.3,-1.2,38,206,"D",28.6
26,24.6,36.2,-2.3,46,226,"D",21.1
35,16.4,53.7,18.2,67,232,"D",25.5
28,23.7,33.6,4.2,27,204,"D",23.1
27,23,48,-0.1,40,206,"D",24.5
24,17.2,40.6,4,55,204,"D",21.5
21,21.6,49.4,15.8,38,231,"D",26.6
22,16.9,34.5,-8.1,42,229,"D",19.7
61,34.6,35.5,-12.8,4,160,"D",28.5
58,24.5,30.9,14.2,20,178,"D",24.1
22,30.6,41.9,4,50,190,"D",28.8
31,22.7,38.5,3.6,45,257,"D",24.1
21,23.3,37.6,12.6,49,188,"D",25.6
26,14.8,55.9,3.6,43,229,"D",24.9
63,30.6,34.3,6.5,29,123,"D",30.5
32,30.2,57.8,11.2,38,215,"D",33.1
25,17.2,41,9.5,53,229,"D",24.6
28,24.7,47.6,14.2,56,220,"D",30.4
42,21.9,36.7,-0.4,27,190,"D",21.8
50,25.9,30,-7.9,24,141,"D",24.2
51,28.9,55.8,14.6,38,205,"D",26
25,27.3,24.6,-8,33,100,"D",32
37,25.5,41.8,13.7,50,183,"D",28.1
44,26.7,34.2,13,20,209,"D",25.1
45,30.9,43.7,14.7,25,178,"D",29.4
27,30.8,49.8,-6.3,43,195,"D",28.5
42,27.2,38.5,-11.9,29,167,"D",22.6
59,30.7,20.9,2,16,140,"D",25.8
58,26,45.8,-2,29,198,"D",24.4
29,26.3,32.2,-10.5,27,117,"D",23
23,27.6,30.3,7.6,48,162,"D",24.1
24,12.8,35.1,2.2,46,212,"D",17.8
33,26.9,47.7,6,37,193,"D",26.8
50,29.1,43.5,11.6,40,225,"D",29.4
64,24.1,36.4,-17.6,36,158,"D",24.9
33,32.4,46.9,3.4,45,215,"D",30.3
41,31,39.7,6.2,47,196,"D",29.4
63,20.7,42.6,1.8,23,165,"D",26.1
47,38.1,40.1,9,26,175,"D",32.1
29,11.2,36.8,-2,51,220,"D",19.2
49,40.4,32.2,-10,19,74,"D",35.2
64,30.5,39.3,-8,22,160,"D",26.8
23,16.2,40.9,19.2,41,223,"D",25.9
26,25.8,48.8,8.8,54,201,"D",26.6
22,26.2,50.4,16.6,40,240,"D",28
24,25.5,37.8,8.6,27,154,"D",24.9
44,28.5,44.7,0.5,37,180,"D",29.6
22,28.5,42.7,6.5,39,183,"D",27.1
60,26.3,35.1,0.9,24,152,"D",25.8
22,22.8,61.3,12.6,43,232,"D",29.4
56,23.4,40.1,10.5,22,182,"D",25.7
26,19.3,46.7,1.2,49,208,"D",23
24,13.9,40.3,1,38,225,"D",20.9
58,27.2,30.4,10.9,25,165,"D",23.8
22,18.6,35.4,0.6,54,222,"D",21.9
28,26.6,51,9.7,55,217,"D",29.2
36,23.8,45.9,15.6,22,224,"D",23.7
29,18,41.6,7.7,37,217,"D",22.6
54,24.4,49.8,-2,22,177,"D",27.4
24,28.1,44.6,17.5,30,220,"D",26.1
24,19,53.2,22,55,180,"D",26
22,32,44.5,6.1,48,162,"D",29.2
22,26.9,36.8,-8.3,45,194,"D",23.9
34,20.2,47.8,-7,39,235,"D",23
27,26.2,57.8,25,48,211,"D",30.7
24,25.2,45.2,-0.6,27,213,"D",28.2
38,26,44.3,10,47,189,"D",25.4
24,17.5,36.2,8.1,24,214,"D",19.8
25,21.4,43.4,-2,44,194,"D",25.9
28,32.8,34.6,-8.3,39,187,"D",27.2
35,22.8,46.8,11.7,46,251,"D",25.7
32,24.9,35.7,-9.3,48,239,"D",24.8
44,21.7,36,9.7,32,183,"D",24
62,26.1,36.9,1.4,38,181,"D",23.8
30,24.3,45.3,16.4,45,212,"D",29.8
63,19.5,32.9,-12.5,22,170,"D",19.6
21,12.9,34.6,0.4,60,83,"D",19.8
22,24.9,34.5,5.9,34,221,"D",26.9
23,24.6,35,-5,30,180,"D",22.1
35,15.4,45.5,-1.5,62,267,"D",24
23,18.3,37.9,-1.9,51,243,"D",23.6
44,24.8,22.5,16.3,24,170,"D",20.7
45,20.9,41.7,4,46,224,"D",23.3
40,25.8,36.5,18.8,33,214,"D",25.4
25,21.5,35.3,25.5,36,218,"D",23.3
29,21.7,32.7,13.2,35,200,"D",22.8
25,32.2,44.5,14.2,36,222,"D",34.1
21,23.1,36.7,-1.6,45,183,"D",22.7
54,36.6,46.1,8.6,30,158,"D",31
22,13.8,40.6,-6.1,53,270,"D",25.8
37,34.1,34.3,2.2,18,205,"D",29.5
34,36,56.7,-1.8,31,179,"D",36.7
27,37.5,42.1,-4.6,41,184,"D",32
22,15,36.8,-11.6,64,212,"D",23.3
36,28.6,44.5,11.1,52,166,"D",28.2
26,23.2,32.2,6.1,50,198,"D",24.1
58,24.3,36.4,14.5,5,133,"D",28.2
44,9.5,42.4,-15,39,222,"D",22.2
22,31.4,42.6,2.9,57,194,"D",32.4
25,27.8,36.3,8.4,55,221,"D",26.4
62,27.1,39.6,16.2,23,133,"D",28.4
29,14.4,42.4,2.5,45,215,"D",19.9
25,21.2,39.6,5,44,205,"D",20.6
46,20.4,36.9,0,27,130,"D",20.6
26,15.6,49.2,-6.1,47,246,"D",22.8
61,24.6,18.9,12.5,19,157,"D",22.1
36,24.4,47.1,12.2,34,229,"D",27.5
22,23.7,37,4.9,50,195,"D",26.7
39,28.8,38.4,-3.5,32,182,"D",28.3
27,27.1,47.7,6.9,53,223,"D",25.5
64,29,38,15.2,26,139,"D",28.5
22,23.1,34.9,0.7,34,211,"D",23.6
45,26.1,35.7,-10.7,33,201,"D",29.6
25,15.4,46.8,7.2,34,190,"D",20.6
46,24,44,17.8,33,200,"D",25.4
23,14.8,38.2,12.3,55,241,"D",22.1
58,25.9,30.2,14.2,35,176,"D",25.3
33,20.7,31.3,2.5,35,194,"D",22.5
49,25.7,33.8,3.5,30,187,"D",26.1
27,30.5,26.8,24.1,41,151,"D",21.8
60,27.7,40.5,-3.2,19,151,"D",24.2
35,40.1,33.9,7.4,6,151,"D",32.3
22,17,27.9,15,48,259,"D",19.3
27,35.6,18.7,-3.6,17,101,"D",30.1
31,32,45,9.5,42,213,"D",32.2
40,30.4,49.2,2.9,27,191,"D",30
39,27,48.8,9.9,33,205,"D",29.4
22,24.4,44.7,-6.9,38,233,"D",27.3
37,30.2,47.6,11.8,36,199,"D",30.3
51,24.3,29.5,-2,20,175,"D",23.4
29,27.3,39.7,23.8,45,201,"D",25.8
23,29.2,46.6,6.2,35,208,"D",31.6
32,29.3,46.6,10.4,36,201,"D",25.9
25,19.4,45.7,14.3,31,211,"D",23.3
21,22.1,32.4,19.4,57,231,"D",24.2
62,19.7,32,2,38,187,"D",22
36,25.4,38.6,6.2,51,219,"D",25.2
23,29.4,34.2,3.6,43,179,"D",30.1
51,23.7,38,15.7,36,189,"D",25.3
64,29.7,39.5,6.4,30,185,"D",26.2
44,29.8,46.5,-11,30,215,"D",27.7
25,29,44.1,-0.9,32,175,"D",25.7
27,18.4,41.6,0.8,44,208,"D",25.2
35,25.9,50.8,-5,45,184,"D",24.7
22,26.6,40.2,8.6,55,207,"D",26.9
25,26.8,45.7,8.4,40,198,"D",31.6
62,23.1,36.4,-15.1,20,162,"D",23.5
23,29.7,37.5,22.2,30,198,"D",24.9
52,24.8,24.7,-7.1,31,140,"D",20.8
27,35,40.5,-17.3,32,181,"D",29.6
21,11.8,33.5,13.8,39,210,"D",18.2
36,21.1,51.6,3,50,180,"D",26.3
21,13.1,30.9,21.8,60,230,"D",21.7
32,22.4,48.9,16.6,54,238,"D",25.7
31,27.1,32.7,2.1,32,183,"D",23.7
50,30.6,35.8,-5.9,30,184,"D",29.8
27,16.6,35.3,-0.3,38,202,"D",19.7
62,25.5,39.1,-4.7,10,141,"D",25.2
41,21,48,-8.3,51,215,"D",24.2
46,35.5,37.6,-6,31,155,"D",33.1
53,24.7,45.7,8.9,25,185,"D",27.4
60,32.6,26.8,7.7,24,167,"D",30.1
21,15.2,42.7,-3.5,45,185,"D",21.8
21,26.6,35.9,0.9,38,191,"D",25.3
49,28.3,28.9,-5.6,29,167,"D",26
37,24.1,40.9,7,32,217,"D",32.2
41,24.2,47.4,4,28,199,"D",27.1
58,28.7,42,11.7,10,163,"D",29.3
25,22.2,35.1,-14.8,27,190,"D",22.5
39,32.9,48.1,13.2,26,188,"D",30
37,29.2,40.6,15.4,40,177,"D",26.4
21,25.3,36.1,6.9,31,184,"D",20.9
21,13.6,46.6,3.7,53,214,"D",21.4
21,24.6,43.2,18.9,33,203,"D",27.4
23,19.7,48.7,5,44,200,"D",29.1
50,30.3,40.9,0.9,36,169,"D",28.8
27,23,34.1,19.8,45,200,"D",23.1
23,32.6,35.2,2.3,28,156,"D",27.4
33,28.8,40.2,12,50,212,"D",29.3
33,21.4,36.1,2.1,60,197,"D",21.6
39,20.8,43.3,5.7,45,232,"D",24.4
57,22,45.6,8.5,40,198,"D",25.1
37,25.5,44.1,14,54,218,"D",28.9
34,28.7,48.8,26.9,52,215,"D",29.8
51,26.2,39.6,14,40,211,"D",26.3
23,25.7,48.7,-4.9,40,201,"D",29.7
32,25.7,43.1,6.3,40,225,"D",26.5
59,22.6,31.7,-15.1,25,168,"D",26.8
62,25.1,27.3,-3.7,15,111,"D",24.5
64,27.8,26,15.6,22,170,"D",24.3
43,27.7,34.4,12.7,45,193,"D",25.9
39,32,44.6,4,0,135,"D",30.1
27,32,42.8,14.1,55,192,"D",28.7
21,17.8,39.2,-10.7,40,212,"D",22.9
50,29.4,35.3,6.1,45,181,"D",25
21,25.6,42.5,-14.4,48,174,"D",26.6
23,18.2,32.4,-7.4,35,208,"D",24.9
36,26.6,54.7,17,40,200,"D",30
23,25.2,40.7,9.2,46,215,"D",25.4
52,24.1,42.2,14,37,190,"D",27.5
48,33.6,59.4,5.9,34,220,"D",28.7
63,36.7,21.1,-10,3,105,"D",27.4
57,19.6,25.3,-2.7,18,140,"D",21.6
36,27.7,48.2,6,36,204,"D",27.8
27,15.5,35.9,5,55,203,"D",24.6
47,11.9,46.9,1.8,24,202,"D",18.1
26,25,38.4,7.3,35,198,"D",24.4
21,21,55.2,17.6,65,256,"D",23.9
28,17.5,46.7,4.3,39,221,"D",23
61,26.5,40,15.1,25,180,"D",25.6
21,11.5,40.7,3.1,38,199,"D",22.9
23,27.1,38.3,7.4,37,220,"D",27.4
41,27.6,37.2,2.6,34,188,"D",24.2
26,17.7,32.9,19.8,59,233,"D",24.7
22,20.4,53.5,18.7,52,227,"D",28.4
30,10.3,34.4,-0.3,47,192,"D",18.8
36,34,25.7,4.7,28,174,"D",30.5
24,21,50.9,14.9,48,202,"D",22.5
22,20.9,39,2.3,55,194,"D",25.1
21,32.4,37.9,1.8,30,218,"D",30.7
34,42.4,28.2,6.8,30,193,"D",35.6
46,23.4,48.4,14.1,42,193,"D",26
50,29.5,31.3,0.2,32,183,"D",28.1
24,27.3,47.4,11,46,218,"D",31.8
21,24,44.9,14.6,54,230,"D",28.4
29,23.1,38.1,20.2,42,182,"D",22.3
36,28.1,34.1,0.3,35,168,"D",23.3
30,27.5,32.2,-5,39,171,"D",23.9
29,19.2,40.4,-12.4,27,200,"D",19.3
58,28.8,41.5,2.5,29,187,"D",27.9
58,20.9,48.3,16,42,205,"D",25.3
30,22.8,45.4,2.5,46,210,"D",23.7
45,20.6,38,-2.7,35,172,"D",26.5
21,25.5,32.2,11.9,29,217,"D",23.8
22,26.2,44.4,22,51,220,"D",26.8
27,27.6,43.1,17.4,55,227,"D",27.1
48,25.2,40,-5.6,36,208,"D",23.5
63,28,47.7,1.3,28,188,"D",27.8
22,14.7,37.7,6.8,41,168,"D",23
26,17.4,38.6,-6.4,54,181,"D",26.9
28,20.1,34.4,-3.9,47,200,"D",22.7
56,25.3,39.1,21,34,182,"D",25.1
41,29.3,33.5,-9.9,35,197,"D",29.2
21,27.4,45.9,10.6,58,232,"D",26.5
52,23,51.1,-1.2,47,168,"D",23.8
48,25.6,59.8,13.4,37,206,"D",28.3
40,17.2,35.7,-1.4,37,202,"D",22
22,24.8,42,-11.2,41,220,"D",25.2
29,28.7,47.7,18.8,41,204,"D",25.7
45,22.5,37.2,11.2,24,173,"D",22.1
45,46.1,15.6,1.3,3,43,"D",25.3
22,12.7,40.3,4,38,197,"D",19.7
42,20.3,44.6,1.2,39,198,"D",25.4
24,25.9,35.7,7.9,19,171,"D",28.8
39,25.1,29.7,13.1,20,161,"D",23.8
22,18.9,39.9,-9.8,45,220,"D",22.4
21,15,45.5,4.6,35,218,"D",25
48,18.1,34.6,0.8,43,211,"D",22.9
34,21.7,40.3,-0.9,46,217,"D",20.4
52,33.4,53.1,8.2,36,156,"D",34.2
24,26,32.5,19.5,40,191,"D",23.8
23,12.9,36.7,8,40,204,"D",22.9
40,21,41.8,9.7,28,222,"D",25.5
54,10.9,36,1.7,33,203,"D",19.2
46,25.9,46.9,11,52,221,"D",27.8
29,22.3,35.9,19.5,44,203,"D",23.7
24,27.3,57,5,53,212,"D",25.1
22,27.3,32.9,4.2,29,177,"D",25.4
34,30.8,34,3.4,41,193,"D",30
23,17.8,30.2,15.3,49,235,"D",21.5
49,21.2,32.2,1.4,30,174,"D",22.1
52,29.1,38.9,4.4,25,198,"D",22.6
36,28.1,49,7.6,33,202,"D",27.1
54,27.7,41.2,5.3,38,182,"D",26.8
54,24,36,4.3,17,143,"D",23.2
24,9.8,43.9,0.6,35,237,"D",19
45,29.1,42.6,10.7,31,187,"D",26.8
54,31.4,51.1,12.1,40,204,"D",31.3
61,22.3,40.5,1,25,174,"D",24.2
21,17.1,34.8,28.8,39,232,"D",20.2
53,35.3,26.1,4.9,19,151,"D",22.9
23,29.2,30.3,8.4,42,211,"D",24.8
46,26.7,42.1,-1.9,21,189,"D",25.7
44,25.3,51,6.2,40,233,"D",26.4
62,30.25304,39.7,-2.4,19,152,"D",25.7
27,14.4,25.7,-3.1,45,220,"D",23
21,11.8,43.9,5.9,51,202,"D",25.9
35,27.6,68.4,12.8,47,200,"D",32.3
51,30.7,56.7,2.7,38,210,"D",35.2
25,35.8,37.5,17.1,38,182,"D",31
49,22.5,33.1,12.8,30,185,"D",20.9
41,28.4,38.5,-8.6,9,191,"D",26.1
22,20.5,39.4,8,27,135,"D",25.7
46,23.7,43.5,0.8,22,211,"D",28.3
29,34.1,48.4,12.7,44,188,"D",33.4
30,26.9,50.5,-8.2,41,138,"D",27
26,20.8,40.2,3.3,38,192,"D",24.9
56,28.6,42.7,-8,27,163,"D",28.9
30,11.3,53.3,1.7,46,255,"D",23.6
23,41.7,48.4,17.4,56,213,"D",38.7
34,26.7,33.7,10.6,37,181,"D",25.2
24,7.3,38.3,-13.6,31,236,"D",19.5
61,25.7,31.4,-6,18,180,"D",24
21,13.4,39.2,-7,44,208,"D",20
22,28.9,47.2,-2.6,39,192,"D",31.5
25,18.4,44.5,1.6,37,223,"D",20
26,25.8,53.1,7,44,224,"D",25.4
21,26.5,40.1,-4.5,35,213,"D",27.5
31,27.3,40.6,10.9,41,203,"D",21.8
25,23.1,43.6,4.5,32,194,"D",26.4
31,38,28.2,5.4,18,188,"D",32.7
27,26.1,40.9,11,56,195,"D",27
24,32.3,33.8,0.3,44,212,"D",24.6
23,12.8,27.5,7.5,11,229,"D",20.2
24,16.1,47.3,23.1,38,220,"D",24.7
33,21.9,47.9,0,40,225,"D",26.1
34,29.1,39.2,1,25,143,"D",26.8
21,22.9,43.7,4.3,33,171,"D",26.2
31,19.8,70.4,-6,61,245,"D",26.5
33,25.4,48.4,1.6,36,211,"D",25.1
46,31.5,33,2.1,17,151,"D",29.7
25,22,41.1,4.1,46,175,"D",24.9
29,18.9,40.7,8.9,40,206,"D",22.4
23,31.6,38.3,20.7,46,212,"D",25.9
25,21.3,30.2,3.6,43,192,"D",23.9
22,22.1,38.7,0.1,27,168,"D",23.5
22,30.21,28.2,2.8,21,181,"D",27.4
40,26.9,9.4,15.3,42,206,"D",25.2
63,34.9,42.6,8.9,3,135,"D",31.6
41,24.4,44.8,11.4,33,217,"D",27.4
24,18.8,44.2,3.4,43,173,"D",24.9
35,28.8,40.8,-12.5,51,167,"D",28.9
25,23.4,49.6,2.2,50,254,"D",24.3
34,18.4,32.3,3.1,44,226,"D",22.4
22,30.4,41,8.6,50,199,"D",28.2
56,22.9,42.7,3.5,15,200,"D",25.4
31,36.3,38.9,9.7,31,201,"D",28.7
24,26.3,40.9,7.5,45,211,"D",25.2
40,27.1,41.8,17.5,50,222,"D",28.5
37,28.3,39.2,7.9,33,177,"D",27.2
24,15.5,34.9,-5.9,48,227,"D",21.3
23,15.6,44.8,10.9,42,222,"D",24.4
24,30.7,51.5,8.8,55,204,"D",28.6
46,24.1,42.8,14.3,39,218,"D",27.5
58,30.6,32.2,-10.3,10,164,"D",24.4
47,25.3,46.4,7.6,36,192,"D",27
52,26,44.7,3,37,184,"D",29.7
27,27.6,25.9,10.2,47,207,"D",24
34,27.3,43,-3.7,35,196,"D",27.4
39,28.4,49.4,9.9,39,179,"D",27.7
60,30.1,32.5,17.2,23,162,"D",27.9
42,22,35.7,7,40,215,"D",23.5
55,27.3,33.2,7,45,160,"D",27.2
26,21.5,54,9.9,52,211,"D",24
62,25,33.6,-5,16,175,"D",23.1
